216967045;2096252029;114302614;
216967045;114302614;418721517;
216967047;1238436634;1238436655;
216967047;1238436655;418721517;
216967048;418721517;1238436660;
216967048;1238436660;418721518;
216967048;418721518;1238436641;
216967048;1238436641;418721519;
216967048;418721519;1238436661;
216967048;1238436661;2198238281;
209633056;1238436639;1238436658;
209633056;1238436658;1238436634;
27426496;301109614;301109615;
27426640;1238527915;344938863;
27426640;344938863;344938862;
27426640;344938862;344938861;
27426640;344938861;344938859;
27426640;344938859;301111041;
27426640;301111041;672226018;
27426640;672226018;672224612;
27426640;672224612;301109793;
27426640;301109793;301109781;
27426640;301109781;3444372903;
27426640;3444372903;301109773;
27426640;301109773;3444372901;
27426640;3444372901;3444372899;
27426640;3444372899;301111040;
27426640;301111040;301111039;
27426640;301111039;301111038;
27426640;301111038;301111037;
27426640;301111037;301111036;
27426634;418721517;3933959900;
27426634;3933959900;301111026;
27426634;301111026;301109389;
27426641;1238436634;301111054;
27426641;301111054;301111055;
27426641;301111055;301111056;
27426641;301111056;3933997769;
27426641;3933997769;301111058;
27426641;301111058;301111059;
27426641;301111059;1243853017;
27426641;1243853017;301111061;
27426641;301111061;1238512254;
12542496;114302559;114302590;
12542496;114302590;114302594;
12542496;114302594;114302596;
12542496;114302596;114302599;
27426477;1725590049;1238527914;
27426477;1238527914;301111037;
27426477;301111037;301109421;
27426477;301109421;418721521;
327003194;1837851278;1272003484;
327003194;1272003484;1272003739;
327003194;1272003739;301111182;
327003194;301111182;1272003698;
327003194;1272003698;1272003646;
327003194;1272003646;301109573;
327003194;301109573;4068484617;
327003194;4068484617;4068484616;
327003194;4068484616;122509782;
327003194;122509782;1272003477;
327003194;1272003477;301111102;
327003194;301111102;1272003658;
327003194;1272003658;301111056;
327003194;301111056;1238436648;
327003194;1238436648;301111040;
327003194;301111040;3444372937;
327003194;3444372937;1267312699;
327003194;1267312699;1267312208;
327003194;1267312208;1267312989;
327003194;1267312989;3444372938;
327003194;3444372938;3444372939;
327003194;3444372939;1267312301;
327003194;1267312301;1238527907;
327003194;1238527907;1725590049;
27426684;301110818;301109573;
27426645;301109389;3933959903;
27426645;3933959903;3933959902;
27426645;3933959902;3933959901;
27426645;3933959901;1272003753;
27426645;1272003753;301111102;
27426645;301111102;1272003624;
27426645;1272003624;1272003570;
27426645;1272003570;1272003734;
27426645;1272003734;1272003694;
27426645;1272003694;301111103;
27426645;301111103;1272003666;
27426645;1272003666;301111104;
27426645;301111104;1108123783;
27426645;1108123783;301111105;
27426645;301111105;1801521340;
27426645;1801521340;301111106;
27426627;301109573;1272003718;
27426627;1272003718;1108123661;
27426627;1108123661;114302606;
107826347;1238512279;1238436638;
107826347;1238436638;1238436636;
107826347;1238436636;1243852815;
107826347;1243852815;1243852976;
107826347;1243852976;1238436653;
107826347;1238436653;1238436652;
107826347;1238436652;1837851316;
107826347;1837851316;1238436635;
107826347;1238436635;1238436647;
107826347;1238436647;1238436643;
107826347;1238436643;1238436633;
107826347;1238436633;1725590717;
107826347;1725590717;1238436645;
107826347;1238436645;1238436659;
107826347;1238436659;1238436648;
107826347;1238436648;1238436651;
107826347;1238436651;1238436649;
107826347;1238436649;1837851186;
107826347;1837851186;1238436646;
107826347;1238436646;1238436650;
107826347;1238436650;1238436644;
107826347;1238436644;1238436654;
107826347;1238436654;1238436639;
27426673;301111036;301111297;
160503646;301110935;301110936;
160503646;301110936;301110937;
160503646;301110937;301110938;
27426476;418721515;301109396;
27426476;301109396;301111038;
27426476;301111038;1725590053;
27426476;1725590053;1725590049;
27426592;114302629;301110621;
27426592;301110621;1837851111;
12316593;1725590049;1965299352;
12316593;1965299352;301111297;
12316593;301111297;111622360;
12316593;111622360;301111022;
12542497;418721519;114302619;
12542497;114302619;114302622;
12542497;114302622;301110935;
12542497;301110935;114302625;
12542497;114302625;114302629;
12542497;114302629;114302631;
27426663;301109794;1725590931;
27426663;1725590931;1209793124;
27426663;1209793124;1209793201;
27426663;1209793201;1209793066;
27426663;1209793066;1272003708;
27426663;1272003708;301109774;
27426663;301109774;1272003491;
27426663;1272003491;1272003543;
27426663;1272003543;1272003591;
27426663;1272003591;3149005258;
27426663;3149005258;3149005261;
27426663;3149005261;1272003638;
27426663;1272003638;301111182;
27426663;301111182;301109614;
27426663;301109614;1837851217;
27426663;1837851217;1837851211;
12303323;1725589402;111508338;
12303323;111508338;1236467433;
12303323;1236467433;111508662;
12303323;111508662;111508660;
12303323;111508660;111627979;
12303323;111627979;122509808;
12303323;122509808;1837851142;
12303323;1837851142;1837851156;
12303323;1837851156;114302622;
12303323;114302622;2096252029;
27426581;301110449;1742795046;
27426581;1742795046;1742795052;
27426581;1742795052;301110450;
27426581;301110450;301110452;
27426581;301110452;114302631;
27426633;2198238281;2198238296;
27426633;2198238296;1725590047;
27426633;1725590047;301111024;
27426633;301111024;1725589760;
27426633;1725589760;301111023;
27426633;301111023;1725589433;
27426633;1725589433;301111022;
27426528;301109773;3444372902;
27426528;3444372902;1725590717;
172956384;301111036;301111024;
172956384;301111024;122509808;
172956384;122509808;301110936;
172956384;301110936;1108123755;
172956384;1108123755;3528435847;
172956384;3528435847;301110621;
172956384;301110621;301110452;
172956384;301110452;301110747;
172956384;301110747;301110775;
172956384;301110775;301108994;
172956384;301108994;1837851133;
172956451;1837851246;1837851241;
172956451;1837851241;1837851221;
172956441;1837851221;1837851220;
172956441;1837851220;1837851212;
172956453;1837851221;1837851218;
172956453;1837851218;1837851214;
172956492;1837851142;1837851147;
172956492;1837851147;1486578432;
172956492;1486578432;1837851152;
172956492;1837851152;1837851156;
27426474;301109386;1243160666;
27426474;1243160666;301110693;
27426474;301110693;301110453;
27426474;301110453;1837851214;
27426474;1837851214;1837851212;
223279432;1837851211;301110819;
223279432;301110819;1272003678;
223279432;1272003678;1108123661;
223279432;1108123661;1272003610;
223279432;1272003610;4068484610;
223279432;4068484610;4068484609;
223279432;4068484609;1725590487;
223279432;1725590487;1272003556;
223279432;1272003556;301109389;
223279432;301109389;1272003688;
223279432;1272003688;301111055;
223279432;301111055;1837851186;
223279432;1837851186;301111039;
223279432;301111039;1238527907;
223292705;1837851212;301109387;
223292705;301109387;1837851211;
209633044;2198238281;1238436632;
209633044;1238436632;418721520;
209633044;418721520;1238436640;
209633044;1238436640;1238436637;
209633044;1238436637;418721521;
209633044;418721521;1238436642;
209633044;1238436642;1238436657;
209633044;1238436657;418721515;
209633044;418721515;1238436639;
287418688;114302631;114302635;
287418688;114302635;114302637;
287418688;114302637;114302641;
287418688;114302641;114302571;
287418687;114302599;301110453;
287418686;114302599;114302601;
287418686;114302601;114302604;
287418686;114302604;114302606;
287418686;114302606;1874360082;
287418686;1874360082;4068479578;
287418686;4068479578;1725590074;
287418686;1725590074;2096252029;
162102325;1739857678;3528435846;
162102325;3528435846;3528435847;
162102325;3528435847;114302625;
162102325;114302625;1725590079;
162102325;1725590079;4068479580;
162102325;4068479580;114302604;
162102325;114302604;301110819;
162102325;301110819;301110818;
370746969;1725590049;3744365816;
370746969;3744365816;3744365817;
370746969;3744365817;3744365815;
370746969;3744365815;3744366128;
370746969;3744366128;3744366132;
370746969;3744366132;3744365821;
370746969;3744365821;3744366125;
370746969;3744366125;111627979;
370746969;111627979;3744366127;
370746969;3744366127;3744366126;
370746969;3744366126;3744365823;
172956463;301109387;114302601;
172956463;114302601;4068479583;
172956463;4068479583;1725590089;
172956463;1725590089;114302629;
